,בעלי זכות בחירה,מצביעים,העבודה,אור,מפד”ל,יהדות התורה,בל”ד,התנועה הירוקה מימד,חד”ש,גמלאים,ישראל חזקה,איחוד לאומי,הישראלים,לב,ניצולי השואה ובוגרי עלה ירוק,קדימה,ישראל ביתנו,ליכוד,מרצ,ישראל המתחדשת,אחריות,לזוז,לוחמי חברה מאוחדים,רע”מ,כח להשפיע,מהפך בחינוך,ברית עולם,זכויות הגבר במשפחה,צומת,צבר,דעם,עלה ירוק,כוח הכסף,לידר,הירוקים,ש”ס
רמת גן,119271,75684,11023,32,2185,531,12,648,304,1011,314,1776,20,11,49,25590,5270,18441,2881,25,12,12,15,12,93,0,11,22,21,95,27,293,18,17,452,3709
רמת דוד,388,238,89,0,5,0,0,3,0,6,0,0,0,0,0,87,6,15,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
רמת הכובש,579,430,147,0,2,0,0,2,4,0,0,1,0,0,0,171,13,15,64,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1
רמת השופט,552,364,82,0,2,0,0,6,1,0,0,1,0,0,0,110,11,18,122,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,2,0
רמת השרון,32738,23007,4494,4,187,399,6,176,123,125,53,230,3,0,14,9344,839,4321,1483,0,9,0,0,2,14,0,1,4,6,17,7,92,2,2,114,780
רמת יוחנן,681,469,238,0,1,1,0,12,0,1,0,4,0,0,0,123,31,15,32,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0
רמת ישי,4469,3256,516,1,36,4,0,44,6,9,9,64,0,0,2,1350,292,695,116,0,0,0,1,0,2,0,0,0,1,13,0,14,1,1,15,57
רמת מגשימים,460,368,4,0,113,2,0,2,0,0,0,117,0,0,0,8,30,79,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
רמת צבי,346,254,80,0,2,0,1,3,2,0,0,0,0,0,0,99,10,28,22,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1
רמת רזיאל,362,273,41,0,3,0,0,21,7,1,0,9,0,0,0,73,17,58,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
רמת רחל,311,226,74,0,2,0,0,2,1,0,0,1,0,0,0,82,11,22,19,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3
רנן,311,174,44,0,3,0,0,1,0,0,0,1,0,0,0,70,19,26,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3
רעים,324,234,99,0,0,0,0,1,1,0,1,0,0,0,0,88,6,8,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
רעננה,58594,39669,5540,10,1873,319,1,491,87,184,90,1463,8,5,17,14724,2021,9150,1565,7,12,4,4,1,33,0,1,5,1,36,10,136,5,8,199,1375
רקפת,488,403,96,0,2,0,0,3,3,3,2,1,1,0,0,172,27,45,42,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0
רשפון,781,590,141,0,0,0,0,7,2,2,4,3,0,0,2,271,18,72,48,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,8,2
רשפים,357,270,77,0,2,0,0,1,2,1,1,1,0,0,0,67,5,9,97,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
שאר ישוב,289,198,26,0,3,0,0,11,0,4,0,4,0,0,0,68,17,50,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2
שבי ציון,650,443,77,0,7,0,0,6,2,0,0,3,0,0,0,205,16,80,34,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,3
שבי שומרון,482,362,1,0,43,5,0,3,0,0,0,193,0,0,0,6,21,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
שבלי - אום אל-גנם,3028,1016,138,0,5,0,309,0,43,0,0,3,1,0,0,15,1,19,84,0,1,1,0,346,0,0,0,1,1,5,4,0,0,3,0,14
שגב,658,490,132,0,2,0,0,14,0,4,0,0,0,0,0,214,7,34,67,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,6
שגב-שלום,2644,1209,14,0,1,0,11,1,37,0,1,0,3,0,0,12,7,6,11,0,1,0,2,1021,1,0,1,6,0,1,2,4,2,5,2,11
שגור,17413,12834,112,1,28,3,3183,2,3773,1,2,8,6,1,0,265,4,31,111,0,0,4,2,5094,2,0,0,2,19,3,9,15,3,6,4,54
שדה אילן,289,239,2,0,88,2,0,1,0,2,0,33,0,0,0,29,13,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
שדה אליהו,549,369,8,0,150,1,0,18,0,0,0,43,0,0,0,33,4,100,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
שדה אליעזר,496,328,43,1,2,4,0,3,1,3,1,22,0,0,1,103,25,102,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8
שדה בוקר,408,276,83,0,10,0,0,11,3,2,2,14,0,0,0,80,11,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
שדה דוד,305,192,14,0,2,0,0,0,0,0,0,0,0,0,0,29,11,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40
שדה ורבורג,773,598,133,0,2,1,1,8,5,1,1,3,0,0,1,281,19,77,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
שדה יואב,213,153,23,0,0,0,0,5,1,0,1,0,0,0,0,60,1,4,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
שדה יעקב,402,330,12,0,139,1,0,11,0,1,0,50,0,0,0,30,11,57,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9
שדה יצחק,318,211,44,0,0,0,0,4,3,2,0,0,0,0,0,80,17,42,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,6
שדה משה,327,249,61,0,2,0,0,7,1,1,0,3,0,0,0,95,25,42,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3
שדה נחום,251,165,57,0,0,0,0,1,1,2,0,1,0,0,0,77,4,12,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2
שדה נחמיה,443,311,108,0,2,0,0,11,2,1,0,1,0,0,0,123,13,22,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1
שדה ניצן,336,192,69,0,5,0,0,5,1,2,0,2,0,0,0,59,15,15,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
שדה עוזיהו,752,501,29,0,20,4,0,3,0,2,0,9,0,0,0,64,30,229,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104
שדה צבי,223,155,24,0,2,3,0,1,0,0,1,1,0,0,0,28,9,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
שדות ים,581,439,168,0,3,6,0,11,2,0,0,3,0,0,1,170,12,15,31,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,6,4
שדות מיכה,252,162,25,0,0,0,0,0,0,0,0,2,0,0,0,11,16,40,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63
שדי אברהם,179,123,21,0,3,0,0,2,0,0,1,1,0,0,0,59,15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
שדי חמד,592,450,104,0,5,0,0,8,2,0,0,1,0,0,1,203,31,60,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4
שדי תרומות,316,176,12,1,8,0,0,0,0,0,0,0,0,0,0,10,28,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
שדמה,307,217,46,0,3,1,0,1,5,2,0,0,0,0,1,104,7,22,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
שדמות דבורה,374,276,85,0,2,1,0,3,0,0,2,3,0,0,0,116,17,31,5,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0
שדמות מחולה,315,261,1,0,94,1,0,8,0,0,0,102,0,0,1,2,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
שדרות,15967,8382,444,2,140,162,13,12,23,18,7,551,2,2,9,956,1881,2730,63,10,1,7,5,7,8,0,2,6,9,7,11,29,1,10,10,1085
שואבה,379,299,55,0,5,4,0,12,2,0,1,4,0,0,0,72,26,83,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,13
שובה,304,210,20,0,7,4,1,0,0,0,0,11,0,0,1,3,12,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
שובל,562,378,64,0,1,0,0,5,1,2,3,2,0,0,1,128,24,11,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
שוהם,11110,8782,1390,3,648,16,1,93,9,32,25,199,0,0,5,3149,394,2189,242,0,0,0,0,3,10,0,0,1,1,9,0,27,1,0,52,227
שומרה,261,177,97,0,0,2,0,0,0,2,0,0,0,0,0,18,11,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14
שומריה,239,205,0,0,26,0,0,0,0,0,0,161,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
שוקדה,183,125,6,0,10,0,0,0,0,0,0,17,0,0,0,7,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
שורש,484,352,78,0,1,0,0,8,1,3,2,7,0,0,0,136,10,54,38,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5
שורשים,244,159,31,0,1,0,0,19,4,0,0,1,0,0,0,68,5,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
שושנת העמקים (רסק,444,267,17,0,4,0,0,1,0,1,0,10,0,0,3,95,16,60,5,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,44
שזור,242,156,41,0,1,5,0,0,0,1,0,1,0,0,0,14,27,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
שחר,391,283,34,0,3,2,0,1,0,2,0,3,0,0,0,121,13,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23
שיבולים,240,174,1,0,41,5,0,0,0,1,1,8,0,0,0,14,9,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14
שייח' דנון,1380,907,56,0,0,0,372,0,86,0,0,1,0,0,0,4,0,1,3,0,0,1,0,344,0,0,1,0,1,1,2,0,1,1,1,1
שילה,1171,923,0,0,89,2,0,3,0,0,0,647,0,0,2,2,9,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
שילת,277,208,46,0,0,0,0,10,1,0,3,4,0,0,0,82,8,24,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
שכניה,417,324,80,0,2,0,0,20,3,0,0,3,0,0,0,120,26,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
שלווה,353,224,1,0,25,11,0,0,0,0,0,13,0,0,0,4,18,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
שלוחות,386,265,13,0,121,2,0,17,0,0,0,19,0,0,4,30,3,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
שלומי,4490,2799,166,0,112,11,2,0,5,10,4,59,0,0,1,616,737,699,12,3,0,0,0,1,1,0,0,4,0,4,0,13,0,0,12,273
שמיר,586,393,87,0,3,1,1,7,7,0,1,1,0,0,2,131,12,11,118,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1
שמעה,206,131,5,0,0,1,0,0,1,0,0,16,0,0,0,37,19,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
שמרת,359,255,60,0,2,0,0,1,1,3,0,1,0,0,0,54,6,5,118,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
שמשית,1250,1026,262,0,8,0,0,17,4,1,0,9,0,0,0,463,27,113,97,0,0,0,0,0,4,0,0,0,2,1,0,2,0,0,4,8
שני,334,177,9,0,4,1,0,3,1,0,0,15,0,0,0,24,66,48,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
שניר,359,252,58,0,1,0,0,8,0,0,0,0,0,0,1,111,14,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
שעב,3510,2215,64,1,0,5,312,0,927,0,0,1,1,0,0,86,3,10,77,0,1,0,0,653,1,0,0,1,2,2,2,2,3,0,1,39
שעל,193,145,5,0,12,0,0,3,0,0,1,5,0,0,0,31,32,48,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
שעלבים,389,338,2,0,69,15,1,5,0,0,0,178,0,0,0,2,3,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
שער אפרים,824,609,53,0,11,2,0,5,0,3,2,9,0,0,1,214,47,178,11,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4,53
שער הגולן,501,369,101,0,2,0,0,10,3,0,0,1,0,0,1,127,5,17,97,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
שער העמקים,536,408,108,0,0,1,0,3,2,0,0,1,0,0,0,120,6,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
שער מנשה,137,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
שערי תקווה,2747,2102,74,0,202,10,0,11,1,4,3,208,5,0,0,350,179,948,18,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,11,50
שפיים,815,618,308,0,0,3,0,3,2,0,1,1,0,0,1,199,8,32,46,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,7,0
שפיר,385,294,17,0,34,1,0,11,0,0,0,17,0,0,0,46,25,118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
שפר,212,125,17,0,1,1,0,0,0,0,0,1,0,0,0,21,26,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
שפרעם,21599,10509,232,1,18,5,2616,1,3885,6,22,11,2,1,1,493,1483,195,117,4,1,6,3,1097,4,0,2,1,17,13,18,15,2,4,5,15
שקד,394,293,8,0,3,1,0,0,0,1,0,21,0,0,0,78,52,118,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4
שקף,365,286,19,0,36,0,0,5,0,0,0,90,0,0,0,67,11,40,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5
שרונה,392,304,70,0,4,0,0,6,0,2,0,1,0,0,0,139,27,27,15,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4
שריגים (לי-און),606,426,75,0,4,0,0,24,14,0,2,4,0,0,0,150,17,55,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
שריד,628,422,104,0,0,0,0,3,1,1,0,2,0,0,0,144,11,12,140,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
שרשרת,224,145,7,0,19,0,0,0,0,0,0,15,0,0,0,3,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41
שתולה,191,122,26,0,3,0,0,0,2,0,2,6,0,0,0,24,8,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31
שתולים,1020,700,55,0,26,24,0,3,0,1,1,35,0,0,0,171,50,255,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,60
תאשור,218,156,22,0,0,2,1,1,2,2,0,1,0,0,0,56,22,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
תדהר,183,106,15,0,2,1,0,0,0,0,0,1,0,0,0,22,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
תובל,242,161,24,0,0,0,0,22,15,1,0,0,0,1,0,51,5,3,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
תומר,240,164,27,0,2,1,0,1,0,1,0,1,0,0,0,53,21,51,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
תושיה,152,134,0,0,17,0,0,0,0,0,0,61,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
תימורים,536,399,96,0,4,0,0,2,1,1,10,2,0,0,0,210,10,36,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
תירוש,276,179,1,0,9,5,0,0,0,1,0,2,0,0,0,5,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
תל אביב - יפו,383990,226390,34095,77,3417,2245,673,3052,5203,1817,457,2751,57,52,159,75785,13644,43318,17207,53,42,36,34,2451,198,0,36,41,42,273,198,1003,50,41,1081,14412
תל יוסף,361,250,99,0,3,0,0,5,1,1,0,1,0,0,0,92,12,14,14,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2
תל יצחק,634,520,118,0,1,1,0,3,0,10,2,0,1,0,0,262,17,53,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1
תל מונד,6768,4890,774,1,97,20,0,45,5,13,12,58,0,0,1,1919,251,1139,153,1,1,0,2,4,11,0,0,1,1,6,2,19,1,0,25,290
תל עדשים,560,460,88,0,6,1,0,1,2,3,3,8,0,0,0,161,40,112,21,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,4,1
תל קציר,244,160,60,0,1,0,0,1,1,2,1,0,0,0,0,65,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
תל שבע,5808,2155,19,0,2,2,124,1,69,1,2,3,2,1,2,79,20,87,9,7,3,2,1,1553,3,0,1,4,4,10,4,6,1,1,2,43
תל תאומים,222,133,4,0,4,0,0,0,0,1,0,16,0,0,0,10,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
תלם,90,69,0,0,7,1,0,0,0,0,0,25,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
תלמי אליהו,221,115,29,0,1,1,0,1,0,0,0,6,0,0,0,23,3,29,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13
תלמי אלעזר,458,356,35,0,10,0,0,8,1,1,3,5,0,0,0,140,25,95,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4
"תלמי ביל""ו",258,152,29,0,4,0,0,0,0,2,0,4,0,0,1,20,26,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
תלמי יוסף,206,135,25,0,0,0,0,4,1,0,0,1,0,0,0,53,14,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
תלמי יחיאל,475,313,67,0,7,0,0,3,1,1,0,2,0,0,0,140,26,49,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
תלמי יפה,201,144,21,0,5,0,0,0,0,2,1,0,0,0,1,61,12,30,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
תלמים,478,342,5,0,16,3,0,0,1,4,0,87,0,0,1,9,14,53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,143
תמרת,1245,926,292,0,4,0,0,27,6,4,2,10,0,0,0,347,29,89,91,0,0,0,0,0,1,0,0,0,1,2,0,4,0,0,5,2
תנובות,517,350,76,0,10,4,0,8,0,1,0,5,0,0,0,99,21,96,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,21
תעוז,360,257,20,0,28,2,0,3,0,0,0,7,0,0,0,48,11,79,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,53
תפרח,813,677,0,0,5,517,0,0,1,1,0,4,0,0,0,6,3,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111
תקומה,396,317,20,0,67,1,0,12,0,1,0,44,1,0,1,53,8,81,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17
תקוע,1032,757,2,0,112,4,0,17,0,2,1,232,0,0,0,6,79,265,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,23
תראבין א-צאנע (שב,628,35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
תרום,362,266,4,0,31,1,0,2,0,1,0,30,0,0,0,13,12,104,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,60
